Strain	Date
hCoV-19/Denmark/DCGC-54511/2021|EPI_ISL_1862939|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-54512/2021|EPI_ISL_1862940|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-54513/2021|EPI_ISL_1862941|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-54517/2021|EPI_ISL_1862945|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-54523/2021|EPI_ISL_1862951|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-54524/2021|EPI_ISL_1862952|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-54531/2021|EPI_ISL_1862959|2021-02-22	2021-02-22
hCoV-19/Denmark/DCGC-54532/2021|EPI_ISL_1862960|2021-02-22	2021-02-22
hCoV-19/Denmark/DCGC-54963/2021|EPI_ISL_1863391|2021-02-22	2021-02-22
hCoV-19/Denmark/DCGC-55824/2021|EPI_ISL_1864252|2021-04-12	2021-04-12
hCoV-19/Denmark/DCGC-55839/2021|EPI_ISL_1864267|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-56167/2021|EPI_ISL_1864667|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-56606/2021|EPI_ISL_1865106|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-56621/2021|EPI_ISL_1865121|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-56666/2021|EPI_ISL_1865166|2021-02-22	2021-02-22
hCoV-19/Denmark/DCGC-57028/2021|EPI_ISL_1865528|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-57538/2021|EPI_ISL_1866038|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-57574/2021|EPI_ISL_1866074|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-57940/2021|EPI_ISL_1866443|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-57950/2021|EPI_ISL_1866453|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-57960/2021|EPI_ISL_1866463|2021-04-05	2021-04-05
hCoV-19/Denmark/DCGC-57992/2021|EPI_ISL_1866495|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-58353/2021|EPI_ISL_1866856|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-58784/2021|EPI_ISL_1867306|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-59223/2021|EPI_ISL_1867794|2021-04-05	2021-04-05
hCoV-19/Denmark/DCGC-59685/2021|EPI_ISL_1868256|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-59688/2021|EPI_ISL_1868259|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-60046/2021|EPI_ISL_1868617|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-60544/2021|EPI_ISL_1869115|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-62387/2021|EPI_ISL_1870958|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-62847/2021|EPI_ISL_1871418|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-62872/2021|EPI_ISL_1871443|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-62897/2021|EPI_ISL_1871468|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-64141/2021|EPI_ISL_1872712|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-64613/2021|EPI_ISL_1873184|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-65449/2021|EPI_ISL_1874020|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-65450/2021|EPI_ISL_1874021|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-66386/2021|EPI_ISL_1874957|2021-04-12	2021-04-12
hCoV-19/Denmark/DCGC-68128/2021|EPI_ISL_1876699|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-68561/2021|EPI_ISL_1877132|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-68585/2021|EPI_ISL_1877156|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-69399/2021|EPI_ISL_1877970|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-69412/2021|EPI_ISL_1877983|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-69454/2021|EPI_ISL_1878025|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-69478/2021|EPI_ISL_1878049|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-69482/2021|EPI_ISL_1878053|2021-02-22	2021-02-22
hCoV-19/Denmark/DCGC-69915/2021|EPI_ISL_1878486|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-70293/2021|EPI_ISL_1878864|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-70308/2021|EPI_ISL_1878879|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-70739/2021|EPI_ISL_1879310|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-71173/2021|EPI_ISL_1879744|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-71746/2021|EPI_ISL_1880317|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-73054/2021|EPI_ISL_1881625|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-73057/2021|EPI_ISL_1881628|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-73520/2021|EPI_ISL_1882091|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-73942/2021|EPI_ISL_1882513|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-74023/2021|EPI_ISL_1882594|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-75253/2021|EPI_ISL_1883824|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-75266/2021|EPI_ISL_1883837|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-75288/2021|EPI_ISL_1883859|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-76161/2021|EPI_ISL_1884732|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-76202/2021|EPI_ISL_1884773|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-77472/2021|EPI_ISL_1886082|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-77853/2021|EPI_ISL_1886494|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-77857/2021|EPI_ISL_1886498|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-78731/2021|EPI_ISL_1887372|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-78736/2021|EPI_ISL_1887377|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-79141/2021|EPI_ISL_1887782|2021-02-22	2021-02-22
hCoV-19/Denmark/DCGC-79588/2021|EPI_ISL_1888229|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-79652/2021|EPI_ISL_1888293|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-80037/2021|EPI_ISL_1888678|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-80901/2021|EPI_ISL_1889543|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-81349/2021|EPI_ISL_1889991|2021-04-05	2021-04-05
hCoV-19/Denmark/DCGC-82327/2021|EPI_ISL_1891019|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-82575/2021|EPI_ISL_1891420|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-83373/2021|EPI_ISL_1892384|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-83630/2021|EPI_ISL_1892701|2021-04-12	2021-04-12
hCoV-19/Denmark/DCGC-85197/2021|EPI_ISL_1894515|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-85644/2021|EPI_ISL_1894962|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-85645/2021|EPI_ISL_1894963|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-86099/2021|EPI_ISL_1895420|2021-03-22	2021-03-22
hCoV-19/Italy/LOM-HSacco198/2021|EPI_ISL_1909215|2021-03-09	2021-03-09
hCoV-19/Italy/LOM-HSacco205/2021|EPI_ISL_1909222|2021-03-15	2021-03-15
hCoV-19/Italy/VEN-IZSVe-21RS1017-7_TV/2021|EPI_ISL_1914286|2021-04-20	2021-04-20
hCoV-19/Italy/TAA-1900569548/2021|EPI_ISL_1923538|2021-04-20	2021-04-20
hCoV-19/France/HDF-100002648358/2021|EPI_ISL_1936838|2021-04-29	2021-04-29
hCoV-19/USA/VA-CDC-LC0049728/2021|EPI_ISL_1942236|2021-04-20	2021-04-20
hCoV-19/USA/MD-CDC-LC0050711/2021|EPI_ISL_1942238|2021-04-21	2021-04-21
hCoV-19/USA/NY-CDC-LC0050881/2021|EPI_ISL_1942239|2021-04-21	2021-04-21
hCoV-19/USA/KY-CDC-LC0051468/2021|EPI_ISL_1942240|2021-04-24	2021-04-24
hCoV-19/Sri Lanka/CDR86/2021|EPI_ISL_1970399|2021-04-28	2021-04-28
hCoV-19/USA/WA-UW-21041606132/2021|EPI_ISL_2002145|2021-04-16	2021-04-16
hCoV-19/USA/WA-UW-21041749297/2021|EPI_ISL_2002250|2021-04-17	2021-04-17
hCoV-19/Spain/HUB-59059174/2021|EPI_ISL_2003981|2021-04-11	2021-04-11
hCoV-19/England/MILK-152AC13/2021|EPI_ISL_2006523|2021-04-21	2021-04-21
hCoV-19/France/ARA-HCL021079572801/2021|EPI_ISL_2015920|2021-04-27	2021-04-27
hCoV-19/Tunisia/SP-0362/2021|EPI_ISL_2035947|2021-03-05	2021-03-05
hCoV-19/USA/NY-PRL-2021_0504_00C12/2021|EPI_ISL_2037245|2021-05-03	2021-05-03
hCoV-19/USA/NY-PRL-2021_0506_00F08/2021|EPI_ISL_2037269|2021-05-04	2021-05-04
hCoV-19/Germany/BE-RKI-I-137047/2021|EPI_ISL_2120427|2021-05-03	2021-05-03
hCoV-19/Germany/RP-RKI-I-137108/2021|EPI_ISL_2120555|2021-05-03	2021-05-03
hCoV-19/Germany/BE-RKI-I-137113/2021|EPI_ISL_2120568|2021-05-03	2021-05-03
hCoV-19/Germany/BE-RKI-I-138034/2021|EPI_ISL_2122732|2021-05-04	2021-05-04
hCoV-19/Italy/UMB-IZSGC-259791-1-32/2021|EPI_ISL_2137768|2021-05-04	2021-05-04
hCoV-19/France/HDF-P321-21172M0894/2021|EPI_ISL_2143519|2021-04-26	2021-04-26
hCoV-19/Italy/TAA-1900582228/2021|EPI_ISL_2156070|2021-05-04	2021-05-04
hCoV-19/India/TG-CCMB-CIA0870/2021|EPI_ISL_2156841|2021-04-13	2021-04-13
hCoV-19/Canada/ABPHL-10161/2021|EPI_ISL_2168046|2021-03-13	2021-03-13
hCoV-19/Canada/ABPHL-10174/2021|EPI_ISL_2168059|2021-03-14	2021-03-14
hCoV-19/Canada/ABPHL-10184/2021|EPI_ISL_2168069|2021-03-14	2021-03-14
hCoV-19/Canada/ABPHL-10198/2021|EPI_ISL_2168083|2021-03-13	2021-03-13
hCoV-19/Canada/ABPHL-10206/2021|EPI_ISL_2168091|2021-03-14	2021-03-14
hCoV-19/Canada/ABPHL-10209/2021|EPI_ISL_2168094|2021-03-15	2021-03-15
hCoV-19/Canada/ABPHL-10213/2021|EPI_ISL_2168098|2021-03-14	2021-03-14
hCoV-19/Canada/ABPHL-11642/2021|EPI_ISL_2169309|2021-04-01	2021-04-01
hCoV-19/Canada/ABPHL-11717/2021|EPI_ISL_2169365|2021-04-03	2021-04-03
hCoV-19/Ireland/D-NVRL-22IRL81496/2021|EPI_ISL_2193872|2021-05-07	2021-05-07
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-13120/2021|EPI_ISL_2194359|2021-05-03	2021-05-03
hCoV-19/Switzerland/NE-PMI-2117-5408/2021|EPI_ISL_2226754|2021-04-30	2021-04-30
hCoV-19/Switzerland/NE-PMI-2117-5765/2021|EPI_ISL_2226755|2021-04-30	2021-04-30
hCoV-19/Switzerland/NE-PMI-2118-0964/2021|EPI_ISL_2226759|2021-05-03	2021-05-03
hCoV-19/Nigeria/CV1269/2021|EPI_ISL_2240750|2021-02-22	2021-02-22
hCoV-19/Nigeria/CV1286/2021|EPI_ISL_2240757|2021-03-13	2021-03-13
hCoV-19/Nigeria/CV1301/2021|EPI_ISL_2240762|2021-02-16	2021-02-16
hCoV-19/Nigeria/CV1308/2021|EPI_ISL_2240765|2021-02-16	2021-02-16
hCoV-19/Nigeria/CV1313/2021|EPI_ISL_2240767|2021-02-16	2021-02-16
hCoV-19/Nigeria/CV1327/2021|EPI_ISL_2240772|2021-01-31	2021-01-31
hCoV-19/Nigeria/CV1333/2021|EPI_ISL_2240776|2021-02-13	2021-02-13
hCoV-19/Nigeria/CV1336/2021|EPI_ISL_2240777|2021-02-01	2021-02-01
hCoV-19/Ireland/MH-NVRL-90IRL34175/2021|EPI_ISL_2241212|2021-05-02	2021-05-02
hCoV-19/Ireland/D-NVRL-90IRL40328/2021|EPI_ISL_2241259|2021-05-03	2021-05-03
hCoV-19/USA/IN-CDC-LC0057853/2021|EPI_ISL_2241690|2021-05-04	2021-05-04
hCoV-19/USA/MD-CDC-LC0058317/2021|EPI_ISL_2241691|2021-05-04	2021-05-04
hCoV-19/USA/VA-CDC-LC0058162/2021|EPI_ISL_2241692|2021-05-04	2021-05-04
hCoV-19/USA/WV-CDC-LC0058878/2021|EPI_ISL_2241693|2021-05-02	2021-05-02
hCoV-19/USA/PA-CDC-LC0053322/2021|EPI_ISL_2253206|2021-04-26	2021-04-26
hCoV-19/USA/VA-CDC-LC0053647/2021|EPI_ISL_2253208|2021-04-26	2021-04-26
hCoV-19/USA/VA-CDC-LC0055196/2021|EPI_ISL_2253210|2021-04-29	2021-04-29
hCoV-19/Germany/NW-RKI-I-151527/2021|EPI_ISL_2263037|2021-05-10	2021-05-10
hCoV-19/Germany/RP-RKI-I-153480/2021|EPI_ISL_2264712|2021-05-08	2021-05-08
hCoV-19/Germany/BE-RKI-I-153505/2021|EPI_ISL_2264731|2021-05-13	2021-05-13
hCoV-19/Germany/BE-RKI-I-153507/2021|EPI_ISL_2264733|2021-05-13	2021-05-13
hCoV-19/Nigeria/CV616/2021|EPI_ISL_906277|2021-01-07	2021-01-07
hCoV-19/Nigeria/CV625/2021|EPI_ISL_906284|2021-01-11	2021-01-11
hCoV-19/Canada/BC-BCCDC-13529/2021|EPI_ISL_982299|2021-01-29	2021-01-29
hCoV-19/Denmark/DCGC-42748/2021|EPI_ISL_1023026|2021-02-08	2021-02-08
hCoV-19/Denmark/DCGC-43172/2021|EPI_ISL_1023453|2021-02-08	2021-02-08
hCoV-19/Denmark/DCGC-44368/2021|EPI_ISL_1024746|2021-02-01	2021-02-01
hCoV-19/Denmark/DCGC-44408/2021|EPI_ISL_1024786|2021-02-01	2021-02-01
hCoV-19/Italy/EMR-045156-008-01/2021|EPI_ISL_1036755|2021-02-03	2021-02-03
hCoV-19/Switzerland/ZH-ETHZ-471244/2021|EPI_ISL_1059438|2021-01-22	2021-01-22
hCoV-19/Denmark/DCGC-49825/2021|EPI_ISL_1126216|2021-02-15	2021-02-15
hCoV-19/Germany/NW-RKI-I-031693/2021|EPI_ISL_1215767|2021-02-17	2021-02-17
hCoV-19/USA/VA-SU-SC_70/2021|EPI_ISL_1219703|2021-03-02	2021-03-02
hCoV-19/Germany/HH-RKI-I-039738/2021|EPI_ISL_1286099|2021-03-03	2021-03-03
hCoV-19/Rwanda/NRLNAT3081/2021|EPI_ISL_1301754|2021-01-28	2021-01-28
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-5626/2021|EPI_ISL_1307893|2021-03-12	2021-03-12
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-5631/2021|EPI_ISL_1307897|2021-03-12	2021-03-12
hCoV-19/Italy/SIC-CQRC-20A-21010294/2021|EPI_ISL_1311973|2021-03-18	2021-03-18
hCoV-19/Angola/KRISP-K009785/2020|EPI_ISL_1347937|2020-12-11	2020-12-11
hCoV-19/Germany/RP-RKI-I-045941/2021|EPI_ISL_1353365|2021-03-12	2021-03-12
hCoV-19/Germany/BW-RKI-I-048559/2021|EPI_ISL_1355985|2021-03-12	2021-03-12
hCoV-19/Slovenia/128629/2021|EPI_ISL_1366605|2021-03-11	2021-03-11
hCoV-19/Italy/TAA-1900539666/2021|EPI_ISL_1406297|2021-03-18	2021-03-18
hCoV-19/Switzerland/BL-ETHZ-540844/2020|EPI_ISL_1408482|2021-03-13	2021-03-13
hCoV-19/USA/WV-WVU-WV090097/2021|EPI_ISL_1423208|2021-03-02	2021-03-02
hCoV-19/USA/WV-WVU-WV090105/2021|EPI_ISL_1423215|2021-03-08	2021-03-08
hCoV-19/USA/WV-WVU-WV090107/2021|EPI_ISL_1423217|2021-03-09	2021-03-09
hCoV-19/Italy/LOM-Novara_Bicocca-Ceinge-01/2021|EPI_ISL_1448509|2021-03-15	2021-03-15
hCoV-19/Singapore/398/2021|EPI_ISL_1477036|2021-03-31	2021-03-31
hCoV-19/Singapore/402/2021|EPI_ISL_1477037|2021-03-29	2021-03-29
hCoV-19/Norway/5420/2021|EPI_ISL_1490431|2021-03-02	2021-03-02
hCoV-19/Togo/TGS11/2021|EPI_ISL_1509095|2021-02-14	2021-02-14
hCoV-19/Togo/C6698/2021|EPI_ISL_1509096|2021-02-09	2021-02-09
hCoV-19/Togo/C6758/2021|EPI_ISL_1509098|2021-02-11	2021-02-11
hCoV-19/Togo/TGS16/2021|EPI_ISL_1509099|2021-02-13	2021-02-13
hCoV-19/Slovenia/57573_VERO/2021|EPI_ISL_1509920|2021-02-01	2021-02-01
hCoV-19/USA/WA-PHL-000191/2021|EPI_ISL_1527337|2021-03-22	2021-03-22
hCoV-19/Germany/un-RKI-I-059196/2021|EPI_ISL_1563854|2021-03-22	2021-03-22
hCoV-19/Germany/un-RKI-I-059221/2021|EPI_ISL_1563876|2021-03-22	2021-03-22
hCoV-19/Germany/un-RKI-I-059222/2021|EPI_ISL_1563877|2021-03-22	2021-03-22
hCoV-19/Germany/un-RKI-I-059224/2021|EPI_ISL_1563879|2021-03-21	2021-03-21
hCoV-19/Germany/un-RKI-I-064873/2021|EPI_ISL_1570152|2021-03-11	2021-03-11
hCoV-19/Germany/un-RKI-I-068981/2021|EPI_ISL_1573245|2021-03-23	2021-03-23
hCoV-19/USA/WV-WVU-WV064577/2021|EPI_ISL_1624804|2021-04-05	2021-04-05
hCoV-19/USA/WV-WVU-WV064632/2021|EPI_ISL_1624823|2021-04-05	2021-04-05
hCoV-19/USA/WV-WVU-WV064720/2021|EPI_ISL_1624837|2021-04-04	2021-04-04
hCoV-19/USA/WV-WVU-WV064729/2021|EPI_ISL_1624845|2021-04-05	2021-04-05
hCoV-19/USA/WV-WVU-WV064770/2021|EPI_ISL_1624878|2021-04-06	2021-04-06
hCoV-19/France/IDF-HMN-21042160249/2021|EPI_ISL_1756563|2021-04-13	2021-04-13
hCoV-19/Bangladesh/ideSHi-S-19/2021|EPI_ISL_1760649|2021-03-20	2021-03-20
hCoV-19/Bangladesh/ideSHi-S-21/2021|EPI_ISL_1760650|2021-03-21	2021-03-21
hCoV-19/Italy/MOL-ISE21040237233/2021|EPI_ISL_1761554|2021-04-25	2021-04-25
hCoV-19/Italy/ABR-IZSGC-226367/2021|EPI_ISL_1785083|2021-04-20	2021-04-20
hCoV-19/USA/WA-UW-2021041259320/2021|EPI_ISL_1789456|2021-04-12	2021-04-12
hCoV-19/Norway/10140/2021|EPI_ISL_1820779|2021-04-13	2021-04-13
hCoV-19/India/AP-CCMB-BJ862/2021|EPI_ISL_1838456|2021-03-18	2021-03-18
hCoV-19/Italy/TAA-IGA-1900571227/2021|EPI_ISL_1840725|2021-04-22	2021-04-22
hCoV-19/Italy/TAA-IGA-1900573635/2021|EPI_ISL_1840774|2021-04-24	2021-04-24
hCoV-19/Denmark/DCGC-53165/2021|EPI_ISL_1861219|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-53168/2021|EPI_ISL_1861222|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-53220/2021|EPI_ISL_1861274|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-53240/2021|EPI_ISL_1861294|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-53856/2021|EPI_ISL_1862126|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-54545/2021|EPI_ISL_1862973|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-54985/2021|EPI_ISL_1863413|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-55015/2021|EPI_ISL_1863443|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-55023/2021|EPI_ISL_1863451|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-55872/2021|EPI_ISL_1864300|2021-04-19	2021-04-19
hCoV-19/Denmark/DCGC-56253/2021|EPI_ISL_1864753|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-56266/2021|EPI_ISL_1864766|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-58016/2021|EPI_ISL_1866519|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-58432/2021|EPI_ISL_1866935|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-58440/2021|EPI_ISL_1866943|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-59244/2021|EPI_ISL_1867815|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-59268/2021|EPI_ISL_1867839|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-60552/2021|EPI_ISL_1869123|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-60587/2021|EPI_ISL_1869158|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-60595/2021|EPI_ISL_1869166|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-60602/2021|EPI_ISL_1869173|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-61615/2021|EPI_ISL_1870186|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-62502/2021|EPI_ISL_1871073|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-62522/2021|EPI_ISL_1871093|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-62523/2021|EPI_ISL_1871094|2021-04-12	2021-04-12
hCoV-19/Denmark/DCGC-62865/2021|EPI_ISL_1871436|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-65096/2021|EPI_ISL_1873667|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-65116/2021|EPI_ISL_1873687|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-65988/2021|EPI_ISL_1874559|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-67237/2021|EPI_ISL_1875808|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-68145/2021|EPI_ISL_1876716|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-68149/2021|EPI_ISL_1876720|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-68162/2021|EPI_ISL_1876733|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-68221/2021|EPI_ISL_1876792|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-69496/2021|EPI_ISL_1878067|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-72663/2021|EPI_ISL_1881234|2021-02-22	2021-02-22
hCoV-19/Denmark/DCGC-72716/2021|EPI_ISL_1881287|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-74461/2021|EPI_ISL_1883032|2021-04-05	2021-04-05
hCoV-19/Denmark/DCGC-74463/2021|EPI_ISL_1883034|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-75765/2021|EPI_ISL_1884336|2021-03-08	2021-03-08
hCoV-19/Denmark/DCGC-77101/2021|EPI_ISL_1885672|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-77864/2021|EPI_ISL_1886505|2021-03-01	2021-03-01
hCoV-19/Denmark/DCGC-77951/2021|EPI_ISL_1886592|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-78783/2021|EPI_ISL_1887424|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-78805/2021|EPI_ISL_1887446|2021-02-22	2021-02-22
hCoV-19/Denmark/DCGC-79182/2021|EPI_ISL_1887823|2021-03-22	2021-03-22
hCoV-19/Denmark/DCGC-79221/2021|EPI_ISL_1887862|2021-04-05	2021-04-05
hCoV-19/Denmark/DCGC-80079/2021|EPI_ISL_1888720|2021-02-22	2021-02-22
hCoV-19/Denmark/DCGC-81539/2021|EPI_ISL_1890181|2021-03-15	2021-03-15
hCoV-19/Denmark/DCGC-84111/2021|EPI_ISL_1893277|2021-02-22	2021-02-22
hCoV-19/Denmark/DCGC-85722/2021|EPI_ISL_1895041|2021-03-29	2021-03-29
hCoV-19/Denmark/DCGC-86156/2021|EPI_ISL_1895477|2021-04-05	2021-04-05
hCoV-19/Switzerland/BL-ETHZ-590384/2021|EPI_ISL_1914210|2021-04-17	2021-04-17
hCoV-19/Singapore/752/2021|EPI_ISL_1914646|2021-04-27	2021-04-27
hCoV-19/Singapore/693/2021|EPI_ISL_1914650|2021-04-24	2021-04-24
hCoV-19/Italy/TAA-1900571618/2021|EPI_ISL_1923575|2021-04-22	2021-04-22
hCoV-19/USA/WA-UW-21041693552/2021|EPI_ISL_2002161|2021-04-16	2021-04-16
hCoV-19/USA/WA-UW-21041687943/2021|EPI_ISL_2002166|2021-04-16	2021-04-16
hCoV-19/USA/WA-UW-21041848350/2021|EPI_ISL_2002191|2021-04-18	2021-04-18
hCoV-19/USA/WA-UW-21041842858/2021|EPI_ISL_2002192|2021-04-18	2021-04-18
hCoV-19/France/ARA-HCL021079550401/2021|EPI_ISL_2015899|2021-04-27	2021-04-27
hCoV-19/Denmark/DCGC-91587/2021|EPI_ISL_2027877|2021-04-26	2021-04-26
hCoV-19/USA/WA-UW-21042110146/2021|EPI_ISL_2031506|2021-04-21	2021-04-21
hCoV-19/USA/WA-UW-21042104019/2021|EPI_ISL_2031507|2021-04-21	2021-04-21
hCoV-19/USA/NY-PRL-2021_0506_00C16/2021|EPI_ISL_2037206|2021-05-04	2021-05-04
hCoV-19/USA/WA-UW-21042314186/2021|EPI_ISL_2037658|2021-04-23	2021-04-23
hCoV-19/USA/WA-UW-21042312941/2021|EPI_ISL_2037669|2021-04-23	2021-04-23
hCoV-19/Germany/BE-RKI-I-137084/2021|EPI_ISL_2120502|2021-05-04	2021-05-04
hCoV-19/Ireland/MH-NVRL-22IRL57916/2021|EPI_ISL_2132118|2021-04-30	2021-04-30
hCoV-19/Spain/CT-HUGTiPR016QP8F10/2021|EPI_ISL_2136915|2021-04-30	2021-04-30
hCoV-19/Spain/CT-HUGTiPM015EO7H5/2021|EPI_ISL_2140548|2021-05-05	2021-05-05
hCoV-19/Finland/TRE24386_1/2021|EPI_ISL_2153429|2021-04-05	2021-04-05
hCoV-19/Canada/ABPHL-07051/2021|EPI_ISL_2165857|2021-02-26	2021-02-26
hCoV-19/Canada/ABPHL-07052/2021|EPI_ISL_2165858|2021-02-26	2021-02-26
hCoV-19/Canada/ABPHL-07053/2021|EPI_ISL_2165859|2021-02-26	2021-02-26
hCoV-19/Canada/ABPHL-07057/2021|EPI_ISL_2165862|2021-02-27	2021-02-27
hCoV-19/Canada/ABPHL-07059/2021|EPI_ISL_2165864|2021-02-27	2021-02-27
hCoV-19/Canada/ABPHL-07087/2021|EPI_ISL_2165880|2021-03-01	2021-03-01
hCoV-19/Canada/ABPHL-07097/2021|EPI_ISL_2165885|2021-03-01	2021-03-01
hCoV-19/Canada/ABPHL-07098/2021|EPI_ISL_2165886|2021-03-01	2021-03-01
hCoV-19/Canada/ABPHL-07100/2021|EPI_ISL_2165887|2021-03-01	2021-03-01
